# Generated by luna-rs gen_sample_eeg
# sfreq=256 channels=22 duration=10s samples=2560
timestamp,FP1-F7,F7-T3,T3-T5,T5-O1,FP2-F8,F8-T4,T4-T6,T6-O2,T3-C3,C3-CZ,CZ-C4,C4-T4,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,A1-T3,T4-A2
1.566406250e0,-2.086832683e-5,1.828141831e-5,-7.630316759e-6,3.148575342e-5,-2.119686542e-5,5.135395440e-6,-3.662140807e-5,1.176934802e-5,-3.611262400e-6,3.221348743e-5,3.110768375e-6,4.741376415e-6,-1.566273386e-5,-1.379113291e-5,2.189412044e-6,-1.219745172e-6,2.031486656e-5,-1.514559972e-5,6.644403129e-6,-2.983265585e-5,2.286333074e-5,-5.782090739e-6
1.570312500e0,-1.944506403e-5,1.432464614e-5,-5.184086604e-6,2.487973688e-5,-2.068688264e-5,6.912615390e-6,-3.345268851e-5,1.835697913e-5,-3.318328481e-6,3.563822611e-5,-3.473106972e-6,5.020831850e-6,-2.672271330e-5,-7.542446383e-6,-1.169407824e-6,9.775916624e-6,1.736125341e-5,-8.679445273e-6,2.075819793e-6,-2.163527824e-5,1.964461080e-5,-5.464387868e-6
1.574218750e0,-1.459664327e-5,8.258271919e-6,-1.345174724e-6,2.334218698e-5,-1.861452438e-5,5.762581623e-6,-3.038424620e-5,2.304561531e-5,-4.112309398e-6,3.685980118e-5,-1.387967495e-5,4.654612894e-6,-3.369296246e-5,-1.468434675e-6,-5.166775736e-6,2.109359957e-5,1.049492766e-5,-9.256807516e-7,-3.855754585e-6,-1.809379864e-5,1.317321585e-5,-3.385919854e-6
1.578125000e0,-1.159355998e-5,5.415345186e-6,3.300350727e-6,1.721692388e-5,-1.428434916e-5,4.488155355e-6,-2.450827378e-5,2.280792432e-5,-5.590269211e-6,3.284150444e-5,-1.877772047e-5,2.141003279e-6,-3.705638301e-5,9.002485967e-6,-4.410480415e-6,3.098787056e-5,5.632205102e-6,3.512380317e-6,-1.404866816e-5,-1.424750826e-5,5.499463896e-6,5.124653626e-7
1.582031250e0,-7.451586043e-6,-4.303796004e-7,9.392394531e-6,1.587838415e-5,-1.062718275e-5,2.804020369e-6,-2.216760549e-5,2.127435073e-5,-3.554000614e-6,3.008028398e-5,-2.523413968e-5,4.292920949e-6,-3.560516416e-5,1.793638512e-5,-2.907509497e-6,3.491896496e-5,-4.340290616e-6,4.011002147e-6,-2.643012522e-5,-5.490624517e-6,-1.186288387e-6,1.153611811e-5
1.585937500e0,-2.927878768e-6,-9.509786878e-7,1.435209015e-5,1.008458366e-5,-4.714682291e-6,-2.208022579e-6,-1.680195055e-5,1.563945261e-5,-3.200721267e-6,2.377235433e-5,-2.439209129e-5,4.370293482e-6,-3.084377022e-5,2.470330037e-5,-2.926695288e-6,3.814118827e-5,-1.339488335e-5,4.181940312e-6,-3.299502714e-5,1.244147825e-6,-4.173598427e-6,2.175495501e-5
1.589843750e0,1.939976983e-6,-1.713092615e-6,2.238036541e-5,4.715167051e-6,-8.694406688e-7,-9.828251677e-6,-1.280418383e-5,1.133912156e-5,9.680120456e-7,1.732825694e-5,-1.931348197e-5,2.781464218e-6,-2.659258280e-5,2.601207780e-5,-3.097726903e-6,3.195408863e-5,-2.290426164e-5,3.614973366e-6,-3.788816321e-5,1.384902862e-5,-2.185679705e-6,3.164057125e-5
1.593750000e0,7.745687071e-6,-1.678255671e-6,2.911503361e-5,1.099958354e-6,2.935564680e-6,-1.693916056e-5,-8.684495697e-6,5.911533208e-6,6.042417226e-6,1.353082916e-5,-1.293987953e-5,1.539516120e-6,-1.822672129e-5,2.429443339e-5,-3.989208381e-6,2.720305383e-5,-2.473373570e-5,2.592729516e-6,-3.316990114e-5,2.278748798e-5,-9.292693903e-7,3.533530617e-5
1.597656250e0,1.639021502e-5,-2.553272680e-6,3.310031025e-5,-6.110104550e-6,3.823518909e-6,-2.349811075e-5,-2.551881153e-6,-7.474661743e-7,1.210740356e-5,7.780063243e-6,-8.175922630e-6,-3.313248726e-6,-1.316687212e-5,1.747952774e-5,-1.329508905e-6,1.958481153e-5,-2.377792407e-5,2.988012056e-6,-2.772067819e-5,2.629387745e-5,-3.611460215e-7,3.536300574e-5
1.601562500e0,2.156179107e-5,-1.577232183e-6,3.608888073e-5,-1.304649140e-5,3.276733423e-6,-3.020518852e-5,2.974257541e-6,-3.167361228e-6,2.073653195e-5,3.700050456e-6,-1.898697292e-6,-1.234360479e-5,-7.507852843e-6,1.113836242e-5,1.670139227e-6,1.437179617e-5,-1.908091326e-5,2.486339326e-6,-1.924945718e-5,2.503314863e-5,-2.863383543e-6,2.677988596e-5
1.605468750e0,2.523362491e-5,-2.359814971e-6,3.511023897e-5,-1.855251139e-5,1.715590543e-6,-3.609899795e-5,9.537083315e-6,-3.135456154e-6,2.988292727e-5,-2.645112545e-6,2.401151960e-6,-2.010678327e-5,-3.852051123e-6,2.137256160e-6,1.075666751e-5,7.570816706e-6,-1.068322581e-5,-3.777784286e-6,-1.363168121e-5,1.924098069e-5,-9.787335102e-7,1.979899935e-5
1.609375000e0,2.938888065e-5,-8.213138472e-7,3.141334309e-5,-2.504714575e-5,5.207713230e-7,-3.519601887e-5,1.774799239e-5,-4.409190524e-7,3.523333726e-5,-9.277204299e-6,2.697928949e-6,-2.803848292e-5,1.663373837e-6,-9.136937251e-7,1.992655962e-5,1.543543704e-6,-4.065806024e-6,-1.099420297e-5,-6.497550658e-6,1.014151167e-5,2.971065896e-6,1.025368692e-5
1.613281250e0,2.875765131e-5,-4.983731401e-7,2.683823550e-5,-2.707087697e-5,1.761087333e-6,-3.260882659e-5,2.498690992e-5,-2.409445642e-6,3.532043775e-5,-1.717564191e-5,1.339569053e-6,-3.247794302e-5,1.019946922e-5,-1.910541414e-6,2.663440318e-5,-3.470056299e-6,-2.708030706e-7,-1.891269312e-5,4.337478003e-7,3.365737257e-6,1.263507875e-5,3.517653568e-6
1.617187500e0,2.753505942e-5,-1.633688157e-6,2.156939263e-5,-3.043577453e-5,5.429307066e-7,-2.703425889e-5,2.759301060e-5,-1.696393838e-6,3.408063276e-5,-2.443437552e-5,-4.364625283e-8,-3.477159407e-5,1.770789459e-5,-1.984574510e-6,3.302285040e-5,-1.172012981e-5,2.631350299e-6,-2.949221744e-5,5.085675639e-6,-2.114311201e-6,2.220719398e-5,-1.918002226e-6
1.621093750e0,2.219081216e-5,-5.133890113e-7,1.614258326e-5,-2.756683352e-5,1.583927997e-6,-2.166666491e-5,3.159667904e-5,5.051505809e-7,2.708244756e-5,-2.991407382e-5,-5.448418392e-7,-3.240101432e-5,2.555615356e-5,8.239231875e-7,3.550512702e-5,-2.124409366e-5,5.879331866e-7,-3.495127385e-5,1.386275108e-5,-1.051574600e-6,2.908350143e-5,-9.718286492e-6
1.625000000e0,1.705291834e-5,3.102190476e-6,1.083298775e-5,-2.417218275e-5,8.624905377e-7,-1.478891772e-5,2.848203439e-5,-1.944611370e-7,2.178389514e-5,-3.128614844e-5,7.791758208e-7,-2.762572331e-5,3.025616934e-5,1.272351938e-6,3.135556472e-5,-2.632924952e-5,1.482613698e-6,-3.469186049e-5,2.423430487e-5,-1.418853230e-6,3.434032260e-5,-1.806433829e-5
1.628906250e0,1.115993018e-5,3.216725872e-6,6.163544640e-6,-1.735336264e-5,-3.043899596e-6,-8.283845091e-6,2.516847235e-5,-3.261505981e-7,1.345946566e-5,-2.813865285e-5,-9.610348570e-7,-1.748239629e-5,3.208985072e-5,-2.744542087e-7,2.458048948e-5,-3.030740845e-5,3.330055165e-7,-2.845503514e-5,3.094014028e-5,-4.418971287e-7,3.099272726e-5,-2.616783058e-5
1.632812500e0,6.997063338e-6,9.766726180e-6,-1.080668198e-6,-1.142688143e-5,-5.411682650e-6,-2.581963599e-6,1.608623825e-5,3.157826313e-6,6.355300229e-6,-2.229617712e-5,-1.470820052e-7,-1.132567832e-5,2.832258906e-5,1.544277666e-6,1.433892066e-5,-2.929351285e-5,1.191483875e-6,-1.998567313e-5,3.232837480e-5,3.035613361e-7,2.476194823e-5,-3.232642484e-5
1.636718750e0,3.815613127e-6,1.277594492e-5,-2.753828994e-6,-7.518545772e-6,-1.021956723e-5,1.815952828e-6,9.581080121e-6,7.710373211e-6,-5.154516884e-7,-1.634769978e-5,-5.264818810e-6,-4.061781510e-6,2.108579974e-5,2.511679668e-6,7.287953395e-6,-2.424269223e-5,-2.429670531e-6,-1.003879242e-5,2.712323294e-5,8.852150586e-7,1.344740849e-5,-3.116092921e-5
1.640625000e0,7.657614560e-7,1.974601219e-5,-9.269490874e-6,-2.264724344e-6,-1.435259855e-5,6.679115813e-6,4.961838840e-6,1.285820508e-5,-5.071320629e-6,-8.784311831e-6,-9.700687770e-6,3.757286777e-6,1.182993310e-5,5.106878689e-6,-1.370951395e-6,-1.523117771e-5,-4.578425433e-6,-3.284059403e-6,1.949156649e-5,3.463518397e-6,3.625460977e-6,-2.469082756e-5
1.644531250e0,-1.283710390e-6,2.574675636e-5,-1.380205867e-5,2.361237193e-6,-2.152183333e-5,1.232480372e-5,-1.349081344e-7,1.849049295e-5,-8.681621694e-6,-2.717011739e-6,-1.563306978e-5,7.707130862e-6,3.750720452e-6,1.330323448e-5,-5.591408808e-6,-7.835843462e-6,-1.016182614e-5,5.254450571e-6,8.801233889e-6,5.605654223e-6,-2.801547907e-6,-1.277289084e-5
1.648437500e0,-2.384194886e-6,2.781073090e-5,-1.763754153e-5,2.524126558e-6,-2.798875175e-5,1.685235657e-5,-1.749377816e-6,2.315777601e-5,-1.346172303e-5,1.999434289e-6,-2.113313531e-5,1.194249126e-5,-1.325532253e-7,2.070452865e-5,-1.140552286e-5,3.854910346e-8,-1.705671639e-5,1.049441289e-5,1.909438424e-6,1.430840530e-5,-8.079827239e-6,-4.305748007e-6
1.652343750e0,-1.837162245e-6,2.929331822e-5,-2.340769788e-5,2.683333832e-6,-3.006802035e-5,2.099305311e-5,-4.228562375e-6,2.853544902e-5,-2.122041769e-5,2.202943506e-6,-2.769435014e-5,1.707574120e-5,-2.985181709e-6,2.745177335e-5,-1.570272070e-5,3.840978025e-6,-2.464535646e-5,1.527207860e-5,-1.534823241e-6,2.222068360e-5,-1.340798462e-5,1.153862854e-6
1.656250000e0,-7.083342553e-7,3.001355253e-5,-2.742191282e-5,1.139878123e-6,-2.880710599e-5,2.740145101e-5,-1.290812179e-6,2.944933294e-5,-2.533835868e-5,2.457461960e-6,-2.834848055e-5,2.413874608e-5,-1.592904255e-6,2.839556691e-5,-2.276401756e-5,1.785275231e-6,-2.838258297e-5,2.174164001e-5,-4.217706191e-6,2.825450247e-5,-2.283136928e-5,4.556917702e-6
1.660156250e0,-9.703262549e-7,2.740753007e-5,-3.266823114e-5,4.868877568e-7,-2.798613241e-5,3.051259046e-5,-1.199642952e-6,2.625021443e-5,-3.175940583e-5,4.318457059e-7,-2.883316483e-5,2.957607467e-5,-5.752744983e-7,2.955604214e-5,-3.118025052e-5,2.708503871e-6,-3.002228732e-5,2.852346370e-5,-5.246183719e-7,2.908086935e-5,-2.992419650e-5,1.472921213e-6
1.664062500e0,-1.158721830e-6,2.201988354e-5,-3.500939056e-5,1.570047402e-6,-2.337953629e-5,3.416062100e-5,-4.451943312e-7,2.274528197e-5,-3.330839172e-5,-9.337524034e-7,-2.234540079e-5,3.296480645e-5,-8.194428460e-7,2.430143286e-5,-3.286609353e-5,1.062819138e-6,-2.433053851e-5,3.351134364e-5,-6.845073131e-8,2.475017754e-5,-3.400184869e-5,3.392374879e-7
1.667968750e0,1.076249760e-6,1.437364881e-5,-3.445636321e-5,-1.482867560e-6,-1.333383807e-5,3.456928243e-5,1.124216055e-6,1.604084719e-5,-3.374569496e-5,6.520895681e-7,-1.584583151e-5,3.466288763e-5,1.244827217e-6,1.440485721e-5,-3.379814734e-5,-1.340149993e-6,-1.295872971e-5,3.299198579e-5,6.930055747e-7,1.472478107e-5,-3.413415470e-5,1.260233375e-6
1.671875000e0,1.951322588e-7,8.933292520e-6,-3.211280637e-5,3.105238022e-7,-6.407741694e-6,3.158499385e-5,-8.487685363e-7,6.094456694e-6,-3.074172855e-5,-8.394401902e-7,-6.581408798e-6,3.183509398e-5,-3.191170208e-7,4.058175364e-6,-2.932142706e-5,-1.730728627e-6,-4.041008197e-6,2.813262108e-5,9.891381296e-7,3.138875400e-6,-2.996011426e-5,-9.783038877e-7
1.675781250e0,1.655137794e-6,1.181190441e-6,-2.601094639e-5,-1.455245979e-6,8.087451420e-7,2.712249625e-5,-4.324710972e-7,-1.557085739e-6,-2.376389057e-5,-1.667377205e-7,2.148088015e-6,2.362109080e-5,4.621201697e-7,-4.584765520e-6,-2.206719910e-5,-2.614520554e-6,6.141590802e-6,1.971659003e-5,6.024893082e-7,-8.000828529e-6,-2.012733603e-5,-2.539503839e-6
1.679687500e0,3.119148460e-7,-6.254770597e-6,-2.215160748e-5,-1.418593456e-7,8.768742191e-6,1.783361586e-5,8.370935802e-7,-8.033210179e-6,-1.548699584e-5,-2.914516244e-6,9.373136891e-6,1.528274515e-5,2.650815759e-6,-1.079151389e-5,-1.201533269e-5,-5.627733117e-6,1.223749223e-5,9.858845260e-6,4.106982487e-6,-1.519515172e-5,-8.821812116e-6,-6.709439276e-6
1.683593750e0,1.993646492e-6,-1.133679143e-5,-1.286947918e-5,-4.634231118e-6,1.472527219e-5,1.012125995e-5,4.978886409e-6,-1.446336773e-5,-8.979674021e-6,-5.107023298e-6,1.572406836e-5,3.891354027e-6,8.108578186e-6,-1.572258043e-5,-1.423358299e-6,-1.087951023e-5,1.668502046e-5,-1.114115435e-6,1.142207111e-5,-1.773474833e-5,1.521532454e-6,-1.486848578e-5
1.687500000e0,3.436297220e-6,-1.605252510e-5,-7.474068752e-6,-6.987313554e-6,1.732947203e-5,4.297077794e-6,8.895579413e-6,-1.832561247e-5,6.499288929e-8,-1.251887625e-5,1.901434371e-5,-1.904435294e-6,1.322381104e-5,-2.224621676e-5,5.613437679e-6,-1.611698826e-5,2.331788346e-5,-6.643219422e-6,1.835758667e-5,-2.240674803e-5,6.902196674e-6,-1.947974488e-5
1.691406250e0,8.895131941e-6,-2.050485455e-5,-1.014441978e-6,-1.194981360e-5,2.117677650e-5,-4.512933629e-6,1.351585070e-5,-2.118132761e-5,6.573167866e-6,-1.690064528e-5,2.440259050e-5,-7.217159691e-6,1.910345054e-5,-2.332979057e-5,7.944347090e-6,-2.089517511e-5,2.585803850e-5,-6.433124327e-6,2.313134974e-5,-2.725464401e-5,5.478050753e-6,-2.371531446e-5
1.695312500e0,1.218905891e-5,-2.135297473e-5,4.856057785e-6,-1.428712039e-5,2.487584061e-5,-7.167979675e-6,1.858091855e-5,-2.581184526e-5,7.747690688e-6,-2.002868678e-5,2.589414362e-5,-7.992973224e-6,2.246733493e-5,-2.850408782e-5,5.664641321e-6,-2.411252535e-5,3.080350143e-5,-6.534766726e-6,2.129728091e-5,-3.396000102e-5,3.612652108e-6,-2.108978151e-5
1.699218750e0,1.656093991e-5,-2.449697786e-5,6.625961760e-6,-2.002499059e-5,2.536373540e-5,-8.177583368e-6,2.129012319e-5,-2.772352673e-5,7.383043339e-6,-2.129779023e-5,3.103155177e-5,-5.950248124e-6,2.129457789e-5,-3.116116568e-5,4.737083145e-6,-2.004595262e-5,3.386975732e-5,-3.035093869e-6,1.613153108e-5,-3.444896356e-5,4.076826372e-6,-1.195457298e-5
1.703125000e0,1.751619311e-5,-2.723579200e-5,9.384606528e-6,-2.185675112e-5,3.035699592e-5,-8.566637916e-6,2.273960126e-5,-3.113932326e-5,6.435064734e-6,-1.935373439e-5,3.232813833e-5,-4.789694685e-6,1.779240483e-5,-3.419639688e-5,4.343096407e-6,-1.109083041e-5,3.497394937e-5,-1.250508262e-6,6.101160125e-6,-3.296615250e-5,1.217634576e-6,1.515297527e-6
1.707031250e0,1.922471529e-5,-3.044435107e-5,7.697421097e-6,-2.066580419e-5,3.175468373e-5,-5.651751053e-6,1.950688966e-5,-3.313076741e-5,5.646223144e-6,-1.418375723e-5,3.535178257e-5,-3.590701226e-6,9.754995517e-6,-3.308057057e-5,2.009544005e-6,-2.443856147e-6,3.103373820e-5,-2.726927505e-6,-4.568976692e-6,-2.478862916e-5,8.868095165e-7,1.296545815e-5
1.710937500e0,1.841604717e-5,-3.091202598e-5,7.977284440e-6,-1.713230085e-5,3.465708869e-5,-5.881802736e-6,1.308964966e-5,-3.564473809e-5,3.200652827e-6,-5.551451068e-6,3.279208249e-5,-3.068245405e-6,-2.866244131e-7,-2.871461948e-5,1.282138896e-6,8.697683370e-6,2.267869604e-5,-1.970542371e-6,-1.524302206e-5,-1.538405741e-5,-2.167641355e-7,1.995117964e-5
1.714843750e0,1.650360173e-5,-3.446101982e-5,6.498271432e-6,-1.247794080e-5,3.396303873e-5,-4.391929906e-6,3.880252279e-6,-3.346901940e-5,2.611155878e-6,3.142882179e-6,2.748847874e-5,-3.585226750e-6,-1.167583923e-5,-1.955770313e-5,1.822856120e-6,1.659375448e-5,1.164842706e-5,1.076458489e-6,-2.213733205e-5,-1.684653625e-6,-4.174620699e-6,2.305060298e-5
1.718750000e0,1.219998194e-5,-3.290949826e-5,5.470674751e-6,-3.936596841e-6,3.205756366e-5,-4.153099326e-6,-3.894657311e-6,-2.677191515e-5,3.230164111e-6,1.320805859e-5,1.775947931e-5,-2.240955155e-6,-1.987086944e-5,-9.695930203e-6,-1.399022835e-6,2.369392314e-5,-4.294578844e-7,3.964273674e-6,-2.435276292e-5,6.473081612e-6,-9.283370673e-6,2.681702426e-5
1.722656250e0,5.295644769e-6,-3.120660040e-5,3.341308002e-6,3.611465218e-6,2.861996654e-5,-4.230360446e-6,-1.184594385e-5,-2.015704558e-5,1.780837351e-6,1.847280146e-5,9.188084732e-6,-7.156894526e-7,-2.346113979e-5,2.740941000e-6,-5.819905255e-6,2.512913852e-5,-9.834925550e-6,1.139251981e-5,-2.663212399e-5,1.100663576e-5,-1.483236247e-5,3.050405576e-5
1.726562500e0,5.817054216e-7,-2.823735667e-5,3.488124548e-6,1.026132668e-5,1.999954839e-5,-2.080075092e-6,-2.028665949e-5,-8.638327017e-6,-9.434631920e-7,2.341260370e-5,-9.452956533e-7,2.963566203e-6,-2.622800821e-5,9.057875104e-6,-1.023580262e-5,2.860202949e-5,-1.416657051e-5,1.509807953e-5,-2.920841871e-5,1.090134447e-5,-1.681303183e-5,3.170482887e-5
1.730468750e0,-9.025231520e-6,-2.154323192e-5,4.436832569e-6,1.929761856e-5,1.171039821e-5,-2.461199074e-6,-2.289507938e-5,-1.008809477e-6,-2.538092303e-6,2.761518590e-5,-8.291912309e-6,8.285775039e-6,-2.945360029e-5,1.494751723e-5,-1.418036663e-5,2.921740816e-5,-1.375188913e-5,1.497055200e-5,-3.213412492e-5,8.746660569e-6,-1.299859105e-5,3.231138544e-5
1.734375000e0,-1.445627095e-5,-1.714855352e-5,3.877084964e-6,2.303605652e-5,3.095814463e-6,2.278754209e-6,-2.677917109e-5,8.483252714e-6,-7.098454716e-6,2.966422835e-5,-1.267294010e-5,1.430526481e-5,-2.871401375e-5,1.390505167e-5,-1.603145938e-5,3.013999594e-5,-1.144471025e-5,1.100072313e-5,-3.192169970e-5,6.678720638e-6,-3.256684749e-6,2.982884871e-5
1.738281250e0,-2.072264579e-5,-7.849154827e-6,1.614165967e-6,2.802505151e-5,-6.445307463e-6,3.028632364e-6,-2.995895920e-5,1.356435132e-5,-1.140465702e-5,2.827277422e-5,-1.534390140e-5,1.463869921e-5,-3.025561455e-5,1.243536553e-5,-1.328106191e-5,3.067713988e-5,-7.901405297e-6,2.095840046e-6,-2.934518125e-5,5.791262538e-6,9.095962014e-6,2.299014704e-5
1.742187500e0,-2.608209616e-5,8.369862030e-7,1.943286634e-7,2.947928988e-5,-1.146396880e-5,7.220236967e-6,-2.773149572e-5,1.580833487e-5,-1.299863561e-5,3.008589374e-5,-1.562125908e-5,1.288240492e-5,-3.137946624e-5,8.432733921e-6,-4.373966476e-6,3.128583194e-5,-7.694972737e-6,-6.518582268e-6,-2.133185444e-5,5.344604688e-6,1.985270501e-5,9.391625099e-6
1.746093750e0,-2.715815390e-5,9.067911378e-6,-3.327539162e-6,2.952128671e-5,-1.725337097e-5,1.035968580e-5,-2.858706648e-5,1.548659202e-5,-1.269873974e-5,3.094096974e-5,-1.191111733e-5,6.460093118e-6,-3.031517917e-5,8.164788596e-6,4.205922323e-6,2.471904736e-5,-5.769202744e-6,-1.728613279e-5,-1.059756778e-5,2.012943696e-6,2.617989958e-5,-4.433338745e-6
1.750000000e0,-2.833231156e-5,1.438955314e-5,-8.298164175e-6,3.020872100e-5,-1.856080235e-5,1.397124743e-5,-2.946863788e-5,1.359958787e-5,-9.406450772e-6,3.107027806e-5,-1.011378299e-5,-2.257657798e-6,-2.460262840e-5,5.774519195e-6,1.623983189e-5,1.554196388e-5,-4.320052540e-6,-2.418824988e-5,2.708231250e-6,5.136258778e-7,3.024770922e-5,-1.307632738e-5
1.753906250e0,-2.968443005e-5,1.888736006e-5,-1.154855454e-5,2.829520236e-5,-1.740437801e-5,1.225580672e-5,-3.049757106e-5,1.054586392e-5,-4.749883828e-6,2.701422818e-5,-8.218870789e-6,-9.613527254e-6,-1.776844874e-5,4.706104392e-6,2.229626443e-5,2.204868224e-6,-2.442179266e-6,-3.039479816e-5,1.172395059e-5,-5.680587947e-6,2.965760359e-5,-1.755678022e-5
1.757812500e0,-3.023499448e-5,1.852833338e-5,-1.102368151e-5,2.902103552e-5,-1.504119882e-5,8.609218639e-6,-2.777526424e-5,1.029723990e-5,4.715958767e-6,2.293930993e-5,-7.034116607e-6,-1.870430606e-5,-6.482326171e-6,3.888633728e-6,2.849343582e-5,-7.943966011e-6,3.219504833e-6,-3.012267916e-5,1.924755816e-5,-8.769103260e-6,2.961627069e-5,-1.768380571e-5
1.761718750e0,-2.750784006e-5,2.088740075e-5,-1.255466304e-5,2.967990804e-5,-1.343532585e-5,2.130231223e-6,-2.545915231e-5,9.188156582e-6,1.171831082e-5,1.450949549e-5,-6.734234830e-6,-2.652759940e-5,4.323419944e-6,2.381334980e-6,3.041812488e-5,-1.729302494e-5,7.654743968e-6,-2.998951641e-5,2.108463559e-5,-1.197197435e-5,2.794013562e-5,-1.566612264e-5
1.765625000e0,-2.724389560e-5,1.797515506e-5,-9.259846593e-6,2.700441109e-5,-1.215733937e-5,-4.246024218e-6,-2.067763853e-5,6.243808912e-6,2.250181569e-5,5.807479738e-6,-4.344130502e-6,-3.036022645e-5,1.401525969e-5,-3.157840410e-6,2.883100206e-5,-2.082199717e-5,1.155847986e-5,-2.976107498e-5,1.801368671e-5,-6.914269761e-6,2.784193930e-5,-9.418361515e-6
1.769531250e0,-2.657993537e-5,1.583457379e-5,-2.873687663e-6,2.577213490e-5,-9.270883311e-6,-1.179697392e-5,-1.434221394e-5,7.005115094e-6,2.774576751e-5,-6.555339496e-6,-1.763609475e-6,-3.027110506e-5,2.080900231e-5,-7.571701190e-6,2.926692105e-5,-2.021281580e-5,1.147885087e-5,-2.851297359e-5,1.223349318e-5,-4.048089295e-7,2.293707075e-5,-8.453665032e-6
1.773437500e0,-2.663322994e-5,1.330436044e-5,2.377453484e-6,2.144656537e-5,-7.363927580e-6,-1.974828956e-5,-4.242564955e-6,4.538317171e-6,3.030473090e-5,-1.562871512e-5,1.846182840e-6,-2.783931814e-5,2.460484575e-5,-1.017575505e-5,2.577973828e-5,-1.764217996e-5,6.213885172e-6,-2.370670336e-5,8.652528777e-6,1.129216071e-5,1.297724884e-5,-7.594614544e-6
1.777343750e0,-2.315492748e-5,9.469486940e-6,1.073057501e-5,1.345325109e-5,-6.590902558e-6,-2.703276004e-5,6.039137588e-6,2.889437383e-6,2.906237933e-5,-2.128407687e-5,5.790547220e-6,-2.805067379e-5,2.190875421e-5,-7.738918612e-6,2.445730388e-5,-1.400449855e-5,-2.862656856e-6,-2.048250826e-5,8.324477676e-6,2.244934694e-5,1.827172355e-6,-3.816755452e-6
1.781250000e0,-2.166400554e-5,1.011525910e-5,1.858601718e-5,7.301036021e-6,-6.708643468e-6,-2.838761429e-5,1.522523507e-5,4.799542239e-7,2.810407022e-5,-2.457767550e-5,8.584596799e-6,-2.647931433e-5,1.726857590e-5,-4.376688139e-6,2.217152360e-5,-9.768541531e-6,-1.449656702e-5,-1.006984712e-5,7.881851161e-6,2.938409489e-5,-1.244758005e-5,-1.080798029e-8
1.785156250e0,-1.565911589e-5,8.441428690e-6,2.335482714e-5,-2.447717861e-6,-5.098349448e-6,-2.977733129e-5,2.167203820e-5,-4.038443421e-6,2.719581971e-5,-2.477514863e-5,7.501802429e-6,-2.356963341e-5,1.486843939e-5,5.106553544e-6,1.793808042e-5,-9.226900147e-6,-2.256891094e-5,1.326039637e-6,5.387410965e-6,2.966754619e-5,-2.281424895e-5,5.166864867e-6
1.789062500e0,-1.144805992e-5,7.213794106e-6,2.771012441e-5,-1.097156110e-5,-1.337828053e-6,-2.839495937e-5,2.713309368e-5,-6.825820947e-6,2.544360359e-5,-2.042635606e-5,4.591002835e-6,-2.045502879e-5,1.278590389e-5,1.398655331e-5,8.878379958e-6,-8.439600606e-6,-2.913844037e-5,1.610341678e-5,1.945055828e-6,2.992589179e-5,-2.701602716e-5,8.074968719e-6
1.792968750e0,-2.352325282e-6,6.605669114e-6,3.084106720e-5,-1.973143299e-5,1.150067419e-6,-2.724648220e-5,2.815033622e-5,-7.168530374e-6,2.447558109e-5,-1.806208275e-5,-5.184314205e-7,-1.571827124e-5,8.711303053e-6,2.317639519e-5,-3.881982138e-6,-4.349901246e-6,-3.101150651e-5,2.474001485e-5,-5.448725460e-6,2.571830009e-5,-2.639404192e-5,6.928644780e-6
1.796875000e0,3.995656698e-6,4.532538696e-6,3.116025982e-5,-2.450869033e-5,4.767896826e-6,-2.497313289e-5,2.396710443e-5,-6.110233244e-6,2.014252459e-5,-1.214945223e-5,-1.045286808e-5,-9.590477930e-6,6.793521607e-6,2.668555499e-5,-1.583009725e-5,-7.997979310e-7,-2.978612065e-5,2.763341035e-5,-7.828388334e-6,2.454067180e-5,-2.169551954e-5,1.032982141e-6
1.800781250e0,1.326571874e-5,3.810530643e-6,2.783794662e-5,-2.856044739e-5,7.171573998e-6,-2.264816067e-5,2.150382352e-5,-2.230428663e-6,1.571535176e-5,-1.071473616e-5,-1.862391218e-5,2.806891644e-6,6.956721336e-6,3.104794087e-5,-2.501741983e-5,3.449574024e-6,-2.632186442e-5,2.636204226e-5,-8.468251508e-6,2.037260674e-5,-1.328322196e-5,-8.895676729e-6
1.804687500e0,2.095704622e-5,-7.350151066e-8,2.519587906e-5,-2.912980926e-5,7.794294106e-6,-2.116569704e-5,1.603842611e-5,4.020334472e-6,1.209727634e-5,-7.714053936e-6,-2.676822987e-5,1.169973348e-5,4.073780474e-6,2.970734204e-5,-2.868726733e-5,7.277900750e-6,-2.173361645e-5,2.189914449e-5,-3.332592996e-6,1.487566897e-5,-9.401370335e-6,-1.999155211e-5
1.808593750e0,2.527698962e-5,-4.371017440e-6,2.502795542e-5,-2.661200779e-5,5.397171208e-6,-1.871442873e-5,1.224849711e-5,1.249545039e-5,2.428467042e-6,-6.213737834e-6,-2.832661085e-5,2.160140502e-5,-2.117274533e-7,2.615453195e-5,-3.053718683e-5,6.165644209e-6,-1.813871495e-5,1.556990173e-5,7.000001915e-6,8.704564607e-6,-9.669260180e-6,-2.746021892e-5
